"Submit_ID","Brand_Reg","Model_No","Family Name","SoldIn","Country","screensize","Screen_Area","Screen_Tech","Pasv_stnd_power","Act_stnd_power","Act_stnd_time","Avg_mode_power","Star","SRI","Labelled energy consumption (kWh/year)","SubmitStatus","ExpDate","GrandDate","Product Class","Availability Status","Star2","Product Website","Representative Brand URL","Star Rating Index","Star Image Large","Star Image Small","Power supply","Tuner Type","What test standard was used","Registration Number","Regulatory Standard","ScreenSize_inch"
63703,"Panasonic","THP50UT50Z","LED (backlighting) TV","New Zealand","Thailand",126.803,6873.1,"Plasma","0.4","14.0","0.3",137,"5.5","5.52075085235946",504,"Superseded","2112-02-14","2013-05-21","Single product class","Unavailable",3.5,"http://www.panasonic.co.nz/","http://www.panasonic.co.nz","3.52075085235946","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0041","AS/NZS 62087.2.2:2010 (Legacy)",50
63742,"Panasonic","THP42X50Z","LED (backlighting) TV","New Zealand","Thailand",106.561,4849.38,"Plasma","0.4","13.0","0.3",89,"6.0","6.03881302166937",329,"Superseded","2112-02-16","2013-05-21","Single product class","Unavailable",4,"http://www.panasonic.co.nz/","http://www.panasonic.co.nz","4.03881302166937","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0043","AS/NZS 62087.2.2:2010 (Legacy)",42
63746,"Panasonic","THP50X50Z","LED (backlighting) TV","New Zealand","Thailand",126.803,6873.1,"Plasma","0.4","13.0","0.3",122,"6.0","6.03859409563743",449,"Superseded","2112-02-16","2013-05-21","Single product class","Unavailable",4,"http://www.panasonic.co.nz/","http://www.panasonic.co.nz","4.03859409563743","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0044","AS/NZS 62087.2.2:2010 (Legacy)",50
67812,"Visione","VISLED1960HD","LED (backlighting) TV","New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.58","0.57","0.0",26.57,"9.0","9.228312963589",100,"Superseded","2027-11-27","2013-05-21","Single product class","Unavailable",7,"http://www.capisco.co.nz/","http://www.visione.co.nz/","7.228312963589","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0072","AS/NZS 62087.2.2:2010 (Legacy)",32
69123,"Visione","VISLED3260HD","LED (backlighting) TV","New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.32","0.31","0.0",23.07,"9.0","9.90421369585891",86,"Superseded","2112-11-01","2013-05-21","Single product class","Unavailable",7,"http://www.capisco.co.nz/","http://www.visione.co.nz/","7.90421369585891","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0075","AS/NZS 62087.2.2:2010 (Legacy)",32
69344,"Veon","VN3228LEDFHD","LED (backlighting) TV","New Zealand","China",80.133,2744.0136,"LCD (LED)","-","-","-",50,"6.0","6.48091968688077",185,"Approved","2112-11-16","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Digital","AS/NZS 62087.1:2010","ZTV0076","AS/NZS 62087.2.2:2011",32
69399,"Veon","VN3928LED","LED (backlighting) TV","New Zealand","China",97.971,4101.2817,"LCD (LED)","-","-","-",70,"6.0","6.47931358089186",258,"Approved","2112-11-16","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0077","AS/NZS 62087.2.2:2011",39
69400,"Veon","VN4628LEDFHD","LED (backlighting) TV","New Zealand","China",116.812,5830.6587,"LCD (LED)","-","-","-",90,"6.0","6.74132481622491",331,"Approved","2112-11-16","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0078","AS/NZS 62087.2.2:2011",46
69507,"Veon","VN3059LCDF8","LED (backlighting) TV","New Zealand","China",80.043,2737.0771,"LCD","0.45","0.0","0.0",75.52,"4.5","4.64675781356529",278,"Approved","2112-12-06","2013-05-21","Single product class","Unavailable",0,"http://www.ayonz.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0084","AS/NZS 62087.2.2:2011",32
69490,"Veon","VN46D1LCD","LED (backlighting) TV","New Zealand","China",116.818,5833.14,"LCD","-","-","-",155,"4.0","4.3230466900253",568,"Approved","2112-11-22","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0079","AS/NZS 62087.2.2:2011",46
69513,"Transonic","TC46D6LCD","LED (backlighting) TV","New Zealand","China",116.818,5833.14,"LCD","-","-","-",155,"4.0","4.3230466900253",568,"Approved","2112-11-23","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0080","AS/NZS 62087.2.2:2011",46
69541,"Veon","VN1980LEDDVDC","LED (backlighting) TV","New Zealand","China",47.013,944.1792,"LCD (LED)","0.44","6.37","0.0",19.08,"7.0","7.15414659207098",76,"Superseded","2112-12-04","2013-05-21","Single product class","Unavailable",5,"http://www.ayonz.com/","http://www.samsung.com.au","5.15414659207098","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0082","AS/NZS 62087.2.2:2010 (Legacy)",19
69594,"Transonic","TC2430LEDDVDC","LED (backlighting) TV","New Zealand","China",59.809,1528.497216,"LCD (LED)","0.32","6.35","0.0",24.41,"7.0","7.56430735398155",94,"Superseded","2112-12-06","2013-05-21","Single product class","Unavailable",5.5,"http://www.ayonz.com/","http://www.samsung.com.au","5.56430735398155","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0083","AS/NZS 62087.2.2:2010 (Legacy)",24
69595,"Veon","VN2280LEDFHDC","LED (backlighting) TV","New Zealand","China",54.687,1277.919504,"LCD (LED)","0.37","6.132","0.0",22.86,"7.0","7.27470223434371",89,"Superseded","2112-12-04","2013-05-21","Single product class","Unavailable",5,"http://www.ayonz.com/","http://www.samsung.com.au","5.27470223434371","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0081","AS/NZS 62087.2.2:2010 (Legacy)",22
69835,"Konka","KDL32MS611A","KDL32MS611A","New Zealand","China",80.623,2800,"LCD (LED)","0.24","0.0","0.0",48.2,"6.0","6.31726584060424",195,"Superseded","2113-01-14","2013-05-21","Single product class","Unavailable",4,"http://www.ayonz.com/","http://www.samsung.com.au","4.31726584060424","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0087","AS/NZS 62087.2.2:2010 (Legacy)",32
69836,"Konka","KDL39MS615A","LED (backlighting) TV","New Zealand","China",98.489,4128,"LCD (LED)","0.36","0.0","0.0",69.4,"6.0","6.10557172102857",282,"Superseded","2113-01-14","2013-05-21","Single product class","Unavailable",4,"http://www.ayonz.com/","http://www.samsung.com.au","4.10557172102857","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0088","AS/NZS 62087.2.2:2010 (Legacy)",39
70245,"Konka","KDL42MS611A","LED (backlighting) TV","New Zealand","China",106.729,4867.7366,"LCD (LED)","0.38","0.0","0.0",62.2,"7.0","7.24848754614673",252,"Superseded","2113-01-25","2013-05-21","Single product class","Unavailable",5,"http://www.ayonz.com/","http://www.samsung.com.au","5.24848754614673","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0090","AS/NZS 62087.2.2:2010 (Legacy)",42
70682,"Veon","VN37A3LED","LED (backlighting) TV","New Zealand","China",93.934,3767.4,"LCD (LED)","-","-","-",48.5,"7.0","7.79459900216512",179,"Approved","2113-02-21","2013-05-21","Single product class","Unavailable",0,"http://www.ayonz.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0105","AS/NZS 62087.2.2:2011",37
70964,"Visione","VISLED1965HD","LED (backlighting) TV","New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.58","0.57","0.0",26.57,"9.0","9.228312963589",100,"Superseded","2113-03-27","2013-05-21","Single product class","Unavailable",7,"http://www.capisco.co.nz/","http://www.visione.co.nz/","7.228312963589","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0116","AS/NZS 62087.2.2:2010 (Legacy)",32
71568,"Veon","VN3257LCD","LED (backlighting) TV","New Zealand","China",80.028,2734.984,"LCD (LED)","0.32","-","-",86.8,"4.0","4.01349261943191",320,"Approved","2113-04-09","2013-05-21","Single product class","Unavailable",0,"http://www.ayonz.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0117","AS/NZS 62087.2.2:2011",32
72072,"Veon","VN24H1LCDHD","LED (backlighting) TV","New Zealand","China",60.996,1589.2513,"LCD","0.4","0.0","0.0",45.78,"5.0","5.0295879112512",170,"Approved","2113-05-07","2013-05-21","Single product class","Unavailable",0,"http://www.ayonz.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0123","AS/NZS 62087.2.2:2011",24
72074,"Veon","VN3257LCD","LED (backlighting) TV","New Zealand","China",80.028,2734.984,"LCD","-","-","-",86.8,"4.0","4.01349261943191",320,"Approved","2113-05-07","2013-05-21","Single product class","Unavailable",0,"http://www.ayonz.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0122","AS/NZS 62087.2.2:2011",32
73333,"Veon","VN1912LED","LED (backlighting) TV","New Zealand","China",47.013,944.1792,"LCD","0.4","0.0","0.0",24.2,"6.0","6.34692556699694",91,"Approved","2113-07-26","2013-05-21","Single product class","Unavailable",0,"http://www.ayonz.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0136","AS/NZS 62087.2.2:2011",19
73334,"Veon","VN2212LED","LED (backlighting) TV","New Zealand","China",54.683,1277.7646,"LCD","0.54","0.0","0.0",31.7,"5.5","5.97255641220331",119,"Approved","2113-07-26","2013-05-21","Single product class","Unavailable",0,"http://www.expressluck.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0137","AS/NZS 62087.2.2:2011",22
73335,"Veon","VN2412LED","LED (backlighting) TV","New Zealand","China",59.81,1528.4516,"LCD","0.4","0.0","0.0",32.1,"6.0","6.46986644953771",120,"Approved","2113-07-26","2013-05-21","Single product class","Unavailable",0,"http://www.expressluck.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0138","AS/NZS 62087.2.2:2011",24
73344,"Veon","VN1912LEDDVD","LED (backlighting) TV","New Zealand","China",47.013,944.1792,"LCD","0.4","0.0","0.0",28.1,"5.5","5.70563056744227",105,"Approved","2113-07-26","2013-05-21","Single product class","Unavailable",0,"http://www.expressluck.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0139","AS/NZS 62087.2.2:2011",19
73374,"Veon","VN3238LED","LED (backlighting) TV","New Zealand","China",80.131,2743.6644,"LCD (LED)","-","-","-",51,"6.0","6.38460236861986",189,"Approved","2113-07-17","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0129","AS/NZS 62087.2.2:2011",32
73375,"Veon","VN3938LED","LED (backlighting) TV","New Zealand","China",97.974,4101.633936,"LCD (LED)","-","-","-",69,"6.0","6.54966595285274",254,"Approved","2113-07-17","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0130","AS/NZS 62087.2.2:2011",39
73376,"Veon","VN4638LED","LED (backlighting) TV","New Zealand","China",116.812,5830.6587,"LCD (LED)","-","-","-",90,"6.0","6.74132481622491",331,"Approved","2114-07-15","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0196","AS/NZS 62087.2.2:2011",46
74696,"Bluesen","BL32X19NZ","32618","New Zealand","China",80.06,2737.8617,"LCD (LED)","0.31","0.0","0.0",33.6,"7.0","7.78642137862378",138,"Approved","2113-08-29","2013-05-21","Single product class","Unavailable",5.5,"http://www.ayonz.com/","http://www.samsung.com.au","5.78642137862378","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png","EPS","Digital","AS/NZS 62087.1:2010","ZTV0142","AS/NZS 62087.2.2:2010 (Legacy)",32
74699,"Bluesen","BL39X19NZ","39618","New Zealand","China",97.903,4094.6132,"LCD (LED)","0.27","0.0","0.0",51.25,"7.0","7.43847927748526",208,"Approved","2113-08-29","2013-05-21","Single product class","Unavailable",5,"http://www.ayonz.com/","http://www.samsung.com.au","5.43847927748526","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0143","AS/NZS 62087.2.2:2010 (Legacy)",39
74700,"Bluesen","BL48X19NZ","48618","New Zealand","China",120.94,6249.7589,"LCD (LED)","0.33","0.0","0.0",101.56,"6.0","6.06086765671979",410,"Approved","2113-08-29","2013-05-21","Single product class","Unavailable",4,"http://www.ayonz.com/","http://www.samsung.com.au","4.06086765671979","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png","EPS","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0144","AS/NZS 62087.2.2:2010 (Legacy)",48
75612,"Veon","VN4611LCD","LED (backlighting) TV","New Zealand","China",116.818,5833.14,"LCD","-","-","-",145.1,"4.5","4.61648080001357",532,"Approved","2113-11-11","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0157","AS/NZS 62087.2.2:2011",46
75618,"Veon","VN5812LED","LED (backlighting) TV","New Zealand","China",146.068,9162.865152,"LCD (LED)","-","-","-",136,"6.0","6.74930702449498",499,"Approved","2113-09-26","2013-05-21","Single product class","Unavailable",0,"http://www.tianledigital.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0154","AS/NZS 62087.2.2:2011",58
76897,"Veon","VN4212LED","LED (backlighting) TV","New Zealand","China",106.729,4867.7366,"LCD (LED)","0.42","0.0","0.0",76.21,"6.0","6.76034625243332",281,"Approved","2113-11-13","2013-05-21","Single product class","Unavailable",0,"http://www.expressluck.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0158","AS/NZS 62087.2.2:2011",42
76906,"Veon","VN3216LEDDVD","LED (backlighting) TV","New Zealand","China",80.043,2737.0771,"LCD (LED)","0.32","0.0","0.0",36.14,"7.0","7.91721447449795",134,"Approved","2113-11-13","2013-05-21","Single product class","Unavailable",0,"http://www.expressluck.com/","http://www.samsung.com.au","-","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps","https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png","Internal","Analogue/Digital","AS/NZS 62087.1:2010","ZTV0159","AS/NZS 62087.2.2:2011",32
